Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-AF-2687-01A-02D-1732-01	7	141433599	141434115	8	-3.2529
TCGA-AF-2687-01A-02D-1732-01	7	141434368	141438576	9	-1.739
TCGA-AF-2687-01A-02D-1732-01	7	141441750	141746523	229	0.0485
TCGA-AF-2687-01A-02D-1732-01	7	141746730	141746865	2	-2.3143
TCGA-AF-2687-01A-02D-1732-01	7	141747071	152778571	6713	0.1544
TCGA-AF-2687-01A-02D-1732-01	7	152778578	152778645	2	-2.2737
TCGA-AF-2687-01A-02D-1732-01	7	152778648	157804700	3453	0.1321
TCGA-AF-2687-01A-02D-1732-01	7	157805816	157808623	4	-1.7168
TCGA-AF-2687-01A-02D-1732-01	7	157809152	158819765	645	0.1611
TCGA-AF-2687-01A-02D-1732-01	8	21254	585875	335	-0.1139
TCGA-AF-2687-01A-02D-1732-01	8	585892	585908	2	3.3638
TCGA-AF-2687-01A-02D-1732-01	8	591043	1347729	532	-0.0897
TCGA-AF-2687-01A-02D-1732-01	8	1347794	1348109	8	-1.1073
TCGA-AF-2687-01A-02D-1732-01	8	1348141	2106395	678	-0.0955
TCGA-AF-2687-01A-02D-1732-01	8	2107494	2112225	9	-1.3395
TCGA-AF-2687-01A-02D-1732-01	8	2112973	3495526	1447	-0.0446
TCGA-AF-2687-01A-02D-1732-01	8	3495668	3496080	3	-2.7935
TCGA-AF-2687-01A-02D-1732-01	8	3497314	10396923	7090	-0.0541
TCGA-AF-2687-01A-02D-1732-01	8	10397044	10405572	5	-1.819
TCGA-AF-2687-01A-02D-1732-01	8	10406447	10527246	79	-0.0573
TCGA-AF-2687-01A-02D-1732-01	8	10528005	10529094	3	-1.9131
TCGA-AF-2687-01A-02D-1732-01	8	10531100	12207151	1091	-0.0609
TCGA-AF-2687-01A-02D-1732-01	8	12225652	12284206	16	0.5801
TCGA-AF-2687-01A-02D-1732-01	8	12284533	13630926	1102	-0.0287
TCGA-AF-2687-01A-02D-1732-01	8	13631572	13654716	56	0.4179
TCGA-AF-2687-01A-02D-1732-01	8	13654777	39069141	18263	-0.0179
TCGA-AF-2687-01A-02D-1732-01	8	39072152	39072524	2	-2.9563
TCGA-AF-2687-01A-02D-1732-01	8	39074374	39344897	128	0.0161
TCGA-AF-2687-01A-02D-1732-01	8	39345008	39507456	68	0.9284
TCGA-AF-2687-01A-02D-1732-01	8	39507936	51918583	5041	-0.0152
TCGA-AF-2687-01A-02D-1732-01	8	51922994	53842123	1241	0.2386
TCGA-AF-2687-01A-02D-1732-01	8	53852405	53852734	3	-0.9166
TCGA-AF-2687-01A-02D-1732-01	8	53854462	54122197	199	0.2239
TCGA-AF-2687-01A-02D-1732-01	8	54122300	54130963	7	0.7821
TCGA-AF-2687-01A-02D-1732-01	8	54131927	54166313	34	0.2138
TCGA-AF-2687-01A-02D-1732-01	8	54169597	54181377	4	-1.1109
TCGA-AF-2687-01A-02D-1732-01	8	54181964	72374919	11372	0.1916
TCGA-AF-2687-01A-02D-1732-01	8	72377865	72379153	9	-2.4567
TCGA-AF-2687-01A-02D-1732-01	8	72382417	90901186	11050	0.2334
TCGA-AF-2687-01A-02D-1732-01	8	90906777	90906894	3	-1.6117
TCGA-AF-2687-01A-02D-1732-01	8	90908783	90932400	11	0.7082
TCGA-AF-2687-01A-02D-1732-01	8	90934631	92188183	732	0.2285
TCGA-AF-2687-01A-02D-1732-01	8	92188893	92247583	36	0.5462
TCGA-AF-2687-01A-02D-1732-01	8	92249141	107128543	9103	0.2503
TCGA-AF-2687-01A-02D-1732-01	8	107131499	107163022	19	-0.1453
TCGA-AF-2687-01A-02D-1732-01	8	107163097	107268534	61	0.4931
TCGA-AF-2687-01A-02D-1732-01	8	107268704	115709993	4962	0.2216
TCGA-AF-2687-01A-02D-1732-01	8	115710084	115743240	21	0.7922
TCGA-AF-2687-01A-02D-1732-01	8	115743840	115892850	101	0.2418
TCGA-AF-2687-01A-02D-1732-01	8	115897151	115913444	16	0.74
TCGA-AF-2687-01A-02D-1732-01	8	115914273	137906468	15900	0.2375
TCGA-AF-2687-01A-02D-1732-01	8	137906779	137919524	40	0.6396
TCGA-AF-2687-01A-02D-1732-01	8	137924208	141712113	3019	0.2197
TCGA-AF-2687-01A-02D-1732-01	8	141717310	142070548	173	0.5183
TCGA-AF-2687-01A-02D-1732-01	8	142070629	146268959	1811	0.2559
TCGA-AF-2687-01A-02D-1732-01	9	36587	11982604	11234	-0.1558
TCGA-AF-2687-01A-02D-1732-01	9	11985297	11985307	2	-2.3905
TCGA-AF-2687-01A-02D-1732-01	9	11986270	15334946	2746	-0.1416
TCGA-AF-2687-01A-02D-1732-01	9	15337518	15338120	4	-2.3395
TCGA-AF-2687-01A-02D-1732-01	9	15338901	18261109	2525	-0.1674
TCGA-AF-2687-01A-02D-1732-01	9	18262700	18263439	3	-1.9795
TCGA-AF-2687-01A-02D-1732-01	9	18265839	23351805	3898	-0.1304
TCGA-AF-2687-01A-02D-1732-01	9	23353115	23362399	7	0.8718
TCGA-AF-2687-01A-02D-1732-01	9	23363484	24468577	767	-0.1707
TCGA-AF-2687-01A-02D-1732-01	9	24468606	24510194	57	0.1474
TCGA-AF-2687-01A-02D-1732-01	9	24518024	26027974	1102	-0.1356
TCGA-AF-2687-01A-02D-1732-01	9	26039348	26041856	5	-1.746
TCGA-AF-2687-01A-02D-1732-01	9	26042107	28040691	1622	-0.1464
TCGA-AF-2687-01A-02D-1732-01	9	28045603	28045900	3	-1.6059
TCGA-AF-2687-01A-02D-1732-01	9	28048580	28839305	601	-0.1171
TCGA-AF-2687-01A-02D-1732-01	9	28839504	28840822	3	-1.9213
TCGA-AF-2687-01A-02D-1732-01	9	28841011	29953160	811	-0.1467
TCGA-AF-2687-01A-02D-1732-01	9	29955084	29959710	3	-1.6397
TCGA-AF-2687-01A-02D-1732-01	9	29959777	32726715	1921	-0.1392
TCGA-AF-2687-01A-02D-1732-01	9	32727092	32728072	2	-1.8378
TCGA-AF-2687-01A-02D-1732-01	9	32728787	43412533	4000	-0.1504
TCGA-AF-2687-01A-02D-1732-01	9	43445848	44795733	123	0.3178
TCGA-AF-2687-01A-02D-1732-01	9	44806024	67673801	154	-0.1471
TCGA-AF-2687-01A-02D-1732-01	9	67675871	67678367	8	2.0852
TCGA-AF-2687-01A-02D-1732-01	9	67699736	67847804	47	0.1383
TCGA-AF-2687-01A-02D-1732-01	9	67848642	68812645	85	-0.3032
TCGA-AF-2687-01A-02D-1732-01	9	68822858	68985820	16	0.2328
TCGA-AF-2687-01A-02D-1732-01	9	69096836	70316680	154	-0.1594
TCGA-AF-2687-01A-02D-1732-01	9	70317544	71125397	713	-0.5598
TCGA-AF-2687-01A-02D-1732-01	9	71132822	71301084	166	-0.1692
TCGA-AF-2687-01A-02D-1732-01	9	71301187	71303864	11	-0.8032
TCGA-AF-2687-01A-02D-1732-01	9	71304243	97825289	18729	-0.1586
TCGA-AF-2687-01A-02D-1732-01	9	97834500	97834633	2	-2.409
TCGA-AF-2687-01A-02D-1732-01	9	97839794	103751673	3771	-0.149
TCGA-AF-2687-01A-02D-1732-01	9	103752478	103752633	2	-2.0759
TCGA-AF-2687-01A-02D-1732-01	9	103753292	103821389	49	-0.1526
TCGA-AF-2687-01A-02D-1732-01	9	103821521	103822887	5	-1.7157
TCGA-AF-2687-01A-02D-1732-01	9	103824036	105844630	1427	-0.1353
TCGA-AF-2687-01A-02D-1732-01	9	105844701	105869678	37	0.3447
TCGA-AF-2687-01A-02D-1732-01	9	105871304	106401531	434	-0.1112
TCGA-AF-2687-01A-02D-1732-01	9	106403654	106405051	23	0.3726
TCGA-AF-2687-01A-02D-1732-01	9	106405716	111969701	4378	-0.1263
TCGA-AF-2687-01A-02D-1732-01	9	111970684	111974293	3	-1.2831
TCGA-AF-2687-01A-02D-1732-01	9	111975505	112003922	33	-0.0957
TCGA-AF-2687-01A-02D-1732-01	9	112004557	112016693	8	-1.0917
TCGA-AF-2687-01A-02D-1732-01	9	112016728	113479477	1137	-0.1136
TCGA-AF-2687-01A-02D-1732-01	9	113487246	113488933	5	-1.343
TCGA-AF-2687-01A-02D-1732-01	9	113489791	119298898	4421	-0.1444
TCGA-AF-2687-01A-02D-1732-01	9	119299942	119300941	4	-1.5467
TCGA-AF-2687-01A-02D-1732-01	9	119303535	120359287	822	-0.1638
TCGA-AF-2687-01A-02D-1732-01	9	120360115	120360818	2	-2.0808
TCGA-AF-2687-01A-02D-1732-01	9	120361113	140211215	11641	-0.1552
TCGA-AF-2687-01A-02D-1732-01	10	62759	3056264	2471	-0.1899
TCGA-AF-2687-01A-02D-1732-01	10	3058127	3059355	5	-1.9658
TCGA-AF-2687-01A-02D-1732-01	10	3061547	3937069	803	-0.1787
TCGA-AF-2687-01A-02D-1732-01	10	3937827	3938254	3	-2.0656
TCGA-AF-2687-01A-02D-1732-01	10	3939016	5692243	1506	-0.1413
TCGA-AF-2687-01A-02D-1732-01	10	5692745	5749393	25	-0.9378
TCGA-AF-2687-01A-02D-1732-01	10	5750987	24415269	14378	-0.1803
TCGA-AF-2687-01A-02D-1732-01	10	24417680	24418060	11	1.4629
TCGA-AF-2687-01A-02D-1732-01	10	24418914	47970363	12698	-0.1691
TCGA-AF-2687-01A-02D-1732-01	10	47973682	47980194	3	-2.2202
TCGA-AF-2687-01A-02D-1732-01	10	47983449	48882777	272	-0.1984
TCGA-AF-2687-01A-02D-1732-01	10	48882834	49057620	17	0.3077
TCGA-AF-2687-01A-02D-1732-01	10	49059974	50542252	1226	-0.2074
TCGA-AF-2687-01A-02D-1732-01	10	50542408	50542918	2	-2.3471
TCGA-AF-2687-01A-02D-1732-01	10	50543597	51500366	211	-0.139
TCGA-AF-2687-01A-02D-1732-01	10	51510990	51561926	4	-2.1274
TCGA-AF-2687-01A-02D-1732-01	10	51573774	51740908	64	-0.1068
TCGA-AF-2687-01A-02D-1732-01	10	51741848	51743930	5	-1.6199
TCGA-AF-2687-01A-02D-1732-01	10	51752155	56742311	3806	-0.1726
TCGA-AF-2687-01A-02D-1732-01	10	56743537	56745831	2	-2.0675
TCGA-AF-2687-01A-02D-1732-01	10	56745846	58186409	985	-0.139
TCGA-AF-2687-01A-02D-1732-01	10	58186527	58195748	33	0.3188
TCGA-AF-2687-01A-02D-1732-01	10	58195800	58492664	245	-0.1969
TCGA-AF-2687-01A-02D-1732-01	10	58493181	58574073	57	0.0927
TCGA-AF-2687-01A-02D-1732-01	10	58575914	66976282	5817	-0.1623
TCGA-AF-2687-01A-02D-1732-01	10	66977929	66984452	28	-1.9038
TCGA-AF-2687-01A-02D-1732-01	10	66992801	81017819	9219	-0.1609
TCGA-AF-2687-01A-02D-1732-01	10	81022774	81529254	31	0.3988
TCGA-AF-2687-01A-02D-1732-01	10	81552167	81674540	36	-0.1092
TCGA-AF-2687-01A-02D-1732-01	10	81675004	81675636	4	-1.9121
TCGA-AF-2687-01A-02D-1732-01	10	81680879	83941671	1579	-0.1945
TCGA-AF-2687-01A-02D-1732-01	10	83943603	83945601	4	-1.8506
TCGA-AF-2687-01A-02D-1732-01	10	83949072	95211770	7662	-0.1663
TCGA-AF-2687-01A-02D-1732-01	10	95212855	95213003	2	-2.5763
TCGA-AF-2687-01A-02D-1732-01	10	95213815	135195330	27578	-0.1746
TCGA-AF-2687-01A-02D-1732-01	10	135195988	135197387	4	-2.2363
TCGA-AF-2687-01A-02D-1732-01	10	135197717	135356694	73	-0.1395
TCGA-AF-2687-01A-02D-1732-01	11	188510	1601481	482	0.0254
TCGA-AF-2687-01A-02D-1732-01	11	1602542	1611141	11	-1.31
TCGA-AF-2687-01A-02D-1732-01	11	1611337	4347033	1335	0.0498
TCGA-AF-2687-01A-02D-1732-01	11	4347850	4348105	2	-1.7613
TCGA-AF-2687-01A-02D-1732-01	11	4348887	4681350	365	0.0385
TCGA-AF-2687-01A-02D-1732-01	11	4682243	4685710	8	-0.8326
TCGA-AF-2687-01A-02D-1732-01	11	4685956	5429565	772	0.0687
TCGA-AF-2687-01A-02D-1732-01	11	5430390	5430926	3	-1.8147
TCGA-AF-2687-01A-02D-1732-01	11	5432263	5735047	310	0.0382
TCGA-AF-2687-01A-02D-1732-01	11	5735099	5772808	47	0.5589
TCGA-AF-2687-01A-02D-1732-01	11	5772861	8920895	2303	0.0562
TCGA-AF-2687-01A-02D-1732-01	11	8921514	8921926	2	-1.7357
TCGA-AF-2687-01A-02D-1732-01	11	8922964	9209445	186	0.0553
TCGA-AF-2687-01A-02D-1732-01	11	9212374	9216527	5	0.8182
TCGA-AF-2687-01A-02D-1732-01	11	9219068	9237038	13	-0.0095
TCGA-AF-2687-01A-02D-1732-01	11	9252460	9297541	11	0.6345
TCGA-AF-2687-01A-02D-1732-01	11	9302581	12044169	2169	0.0715
TCGA-AF-2687-01A-02D-1732-01	11	12044356	12047234	6	-0.8786
TCGA-AF-2687-01A-02D-1732-01	11	12048541	15770586	2687	0.0736
TCGA-AF-2687-01A-02D-1732-01	11	15773060	15775084	2	-1.399
TCGA-AF-2687-01A-02D-1732-01	11	15775985	18895746	2032	0.0781
TCGA-AF-2687-01A-02D-1732-01	11	18896669	18906313	12	0.4873
TCGA-AF-2687-01A-02D-1732-01	11	18906449	18908768	10	-0.0528
TCGA-AF-2687-01A-02D-1732-01	11	18909120	18909387	5	-0.7821
TCGA-AF-2687-01A-02D-1732-01	11	18909565	18932028	53	0.078
TCGA-AF-2687-01A-02D-1732-01	11	18934236	18934796	3	-1.0893
TCGA-AF-2687-01A-02D-1732-01	11	18935138	21554316	2386	0.0515
TCGA-AF-2687-01A-02D-1732-01	11	21556573	21561772	7	-0.7621
TCGA-AF-2687-01A-02D-1732-01	11	21562329	33427685	7985	0.0434
TCGA-AF-2687-01A-02D-1732-01	11	33430865	33434506	3	-1.3719
TCGA-AF-2687-01A-02D-1732-01	11	33436719	133803850	63329	0.0557
TCGA-AF-2687-01A-02D-1732-01	11	133804540	133814835	10	-0.9973
TCGA-AF-2687-01A-02D-1732-01	11	133816011	134449982	522	-0.0443
TCGA-AF-2687-01A-02D-1732-01	12	20703	739459	418	0.0012
TCGA-AF-2687-01A-02D-1732-01	12	739524	744290	16	-3.1534
TCGA-AF-2687-01A-02D-1732-01	12	745615	750251	19	0.5535
TCGA-AF-2687-01A-02D-1732-01	12	753439	7909592	4925	0.0736
TCGA-AF-2687-01A-02D-1732-01	12	7914160	7914797	4	-1.72
TCGA-AF-2687-01A-02D-1732-01	12	7915629	9521823	811	0.0291
TCGA-AF-2687-01A-02D-1732-01	12	9525137	9619559	24	-1.1995
TCGA-AF-2687-01A-02D-1732-01	12	9626236	11112094	1046	0.0577
TCGA-AF-2687-01A-02D-1732-01	12	11113635	11132799	10	-1.1612
TCGA-AF-2687-01A-02D-1732-01	12	11143141	41860068	19863	0.0742
TCGA-AF-2687-01A-02D-1732-01	12	41860233	41865983	4	-1.4051
TCGA-AF-2687-01A-02D-1732-01	12	41866487	95560120	33147	0.0699
TCGA-AF-2687-01A-02D-1732-01	12	95561692	95562623	3	-1.5114
TCGA-AF-2687-01A-02D-1732-01	12	95565789	98320450	1958	0.0438
TCGA-AF-2687-01A-02D-1732-01	12	98320455	98327319	27	0.4659
TCGA-AF-2687-01A-02D-1732-01	12	98327358	98532452	136	0.0606
TCGA-AF-2687-01A-02D-1732-01	12	98536822	98537299	2	-1.6563
TCGA-AF-2687-01A-02D-1732-01	12	98539971	100863088	1439	0.0686
TCGA-AF-2687-01A-02D-1732-01	12	100863796	100866250	5	-1.2259
TCGA-AF-2687-01A-02D-1732-01	12	100867083	108081540	5036	0.066
TCGA-AF-2687-01A-02D-1732-01	12	108085823	108086243	3	-1.6422
TCGA-AF-2687-01A-02D-1732-01	12	108087877	112959991	2804	0.0552
TCGA-AF-2687-01A-02D-1732-01	12	112961100	112964309	7	-0.8879
TCGA-AF-2687-01A-02D-1732-01	12	112965236	127192344	9654	0.0541
TCGA-AF-2687-01A-02D-1732-01	12	127192735	127207332	13	-1.0695
TCGA-AF-2687-01A-02D-1732-01	12	127210019	132288262	3649	0.0087
TCGA-AF-2687-01A-02D-1732-01	13	17924949	22527187	2894	0.1079
TCGA-AF-2687-01A-02D-1732-01	13	22527210	22531515	13	-2.043
TCGA-AF-2687-01A-02D-1732-01	13	22536195	23383915	649	0.1182
TCGA-AF-2687-01A-02D-1732-01	13	23384102	23393912	9	-0.9952
TCGA-AF-2687-01A-02D-1732-01	13	23395118	26859940	2635	0.1006
TCGA-AF-2687-01A-02D-1732-01	13	26861891	26863544	2	-2.0252
TCGA-AF-2687-01A-02D-1732-01	13	26865563	31430121	3433	0.099
TCGA-AF-2687-01A-02D-1732-01	13	31430622	31436423	18	-0.8147
TCGA-AF-2687-01A-02D-1732-01	13	31438047	32641586	906	0.085
TCGA-AF-2687-01A-02D-1732-01	13	32643642	32643657	2	-1.9848
TCGA-AF-2687-01A-02D-1732-01	13	32644529	33686440	777	0.0656
TCGA-AF-2687-01A-02D-1732-01	13	33691150	33691545	2	-2.2984
TCGA-AF-2687-01A-02D-1732-01	13	33696288	36969135	2213	0.0668
TCGA-AF-2687-01A-02D-1732-01	13	36970036	36982757	16	0.8671
TCGA-AF-2687-01A-02D-1732-01	13	36986330	37005557	41	0.1205
TCGA-AF-2687-01A-02D-1732-01	13	37005828	37006027	3	0.9094
TCGA-AF-2687-01A-02D-1732-01	13	37006111	37950811	655	0.0432
TCGA-AF-2687-01A-02D-1732-01	13	37955572	37956056	2	-1.571
TCGA-AF-2687-01A-02D-1732-01	13	37963057	42591165	3259	0.0973
TCGA-AF-2687-01A-02D-1732-01	13	42593417	42595601	4	-2.0144
TCGA-AF-2687-01A-02D-1732-01	13	42596252	42654803	53	0.2229
TCGA-AF-2687-01A-02D-1732-01	13	42658833	42664368	7	-0.8038
TCGA-AF-2687-01A-02D-1732-01	13	42664849	50210994	4941	0.1195
TCGA-AF-2687-01A-02D-1732-01	13	50212764	50218564	2	-1.6792
TCGA-AF-2687-01A-02D-1732-01	13	50219035	51992800	937	0.1208
TCGA-AF-2687-01A-02D-1732-01	13	51995985	52003786	3	1.2149
TCGA-AF-2687-01A-02D-1732-01	13	52015880	54102037	1332	0.0816
TCGA-AF-2687-01A-02D-1732-01	13	54102796	54103185	3	-1.0563
TCGA-AF-2687-01A-02D-1732-01	13	54106522	56833934	1430	0.1124
TCGA-AF-2687-01A-02D-1732-01	13	56833949	56855457	13	-0.2341
TCGA-AF-2687-01A-02D-1732-01	13	56856136	56926636	31	0.1685
TCGA-AF-2687-01A-02D-1732-01	13	56929603	56930507	2	-1.4611
TCGA-AF-2687-01A-02D-1732-01	13	56930935	63110706	3642	0.0828
TCGA-AF-2687-01A-02D-1732-01	13	63113561	63113751	3	-1.3232
TCGA-AF-2687-01A-02D-1732-01	13	63115883	65997271	1764	0.1001
TCGA-AF-2687-01A-02D-1732-01	13	65998213	66003341	5	-1.1097
TCGA-AF-2687-01A-02D-1732-01	13	66003884	66626157	487	0.0946
TCGA-AF-2687-01A-02D-1732-01	13	66627793	66628037	2	-1.731
TCGA-AF-2687-01A-02D-1732-01	13	66628775	66672882	23	0.0892
TCGA-AF-2687-01A-02D-1732-01	13	66675433	66676597	2	-1.6547
TCGA-AF-2687-01A-02D-1732-01	13	66676917	67878451	621	0.0871
TCGA-AF-2687-01A-02D-1732-01	13	67881656	67902074	19	0.7107
TCGA-AF-2687-01A-02D-1732-01	13	67902279	68026361	79	0.3747
TCGA-AF-2687-01A-02D-1732-01	13	68027160	68040209	12	0.0491
TCGA-AF-2687-01A-02D-1732-01	13	68040241	68759951	574	0.3427
TCGA-AF-2687-01A-02D-1732-01	13	68759978	68772952	14	0.7308
TCGA-AF-2687-01A-02D-1732-01	13	68773267	69620232	478	0.3468
TCGA-AF-2687-01A-02D-1732-01	13	69621293	69639400	17	-0.2635
TCGA-AF-2687-01A-02D-1732-01	13	69640329	71374989	1108	0.3516
TCGA-AF-2687-01A-02D-1732-01	13	71375556	71378557	4	-2.8411
TCGA-AF-2687-01A-02D-1732-01	13	71378606	71848761	384	0.3639
TCGA-AF-2687-01A-02D-1732-01	13	71851898	71852055	3	-0.7497
TCGA-AF-2687-01A-02D-1732-01	13	71852495	82043192	6895	0.3408
TCGA-AF-2687-01A-02D-1732-01	13	82053230	82100192	30	0.6857
TCGA-AF-2687-01A-02D-1732-01	13	82101299	86881062	2942	0.3106
TCGA-AF-2687-01A-02D-1732-01	13	86882517	86890540	3	-1.3602
TCGA-AF-2687-01A-02D-1732-01	13	86894395	112732182	18336	0.3015
TCGA-AF-2687-01A-02D-1732-01	13	112733655	112744828	4	-1.0385
TCGA-AF-2687-01A-02D-1732-01	13	112746429	114126499	560	0.3432
TCGA-AF-2687-01A-02D-1732-01	14	18072124	21677342	1740	0.0724
TCGA-AF-2687-01A-02D-1732-01	14	21681152	21683530	11	-1.1461
TCGA-AF-2687-01A-02D-1732-01	14	21685305	105553341	53328	0.0188
TCGA-AF-2687-01A-02D-1732-01	14	105558085	105982393	212	0.2464
TCGA-AF-2687-01A-02D-1732-01	14	105982849	106014879	27	0.6669
TCGA-AF-2687-01A-02D-1732-01	14	106019613	106356482	214	0.0877
TCGA-AF-2687-01A-02D-1732-01	15	18276341	18463975	47	0.0615
TCGA-AF-2687-01A-02D-1732-01	15	18466953	18838435	51	0.4324
TCGA-AF-2687-01A-02D-1732-01	15	18841465	18841469	5	-1.1456
TCGA-AF-2687-01A-02D-1732-01	15	18841576	18846971	14	1.0596
TCGA-AF-2687-01A-02D-1732-01	15	18850041	19819838	202	0.5228
TCGA-AF-2687-01A-02D-1732-01	15	19821815	20059789	93	0.2408
TCGA-AF-2687-01A-02D-1732-01	15	20061726	22225980	1013	-0.1157
TCGA-AF-2687-01A-02D-1732-01	15	22226226	22269266	37	-1.0863
TCGA-AF-2687-01A-02D-1732-01	15	22269689	27007310	2830	-0.1918
TCGA-AF-2687-01A-02D-1732-01	15	27010574	27013177	2	-2.3356
TCGA-AF-2687-01A-02D-1732-01	15	27014813	27199339	134	-0.1768
TCGA-AF-2687-01A-02D-1732-01	15	27202852	27212532	6	-2.3334
TCGA-AF-2687-01A-02D-1732-01	15	27213388	27991434	540	-0.1957
TCGA-AF-2687-01A-02D-1732-01	15	27996104	27996380	2	-2.7357
TCGA-AF-2687-01A-02D-1732-01	15	27996637	30845596	1444	-0.1466
TCGA-AF-2687-01A-02D-1732-01	15	30848442	30851589	7	-1.2198
TCGA-AF-2687-01A-02D-1732-01	15	30852083	32515379	1380	-0.1755
TCGA-AF-2687-01A-02D-1732-01	15	32518394	32719128	120	0.0627
TCGA-AF-2687-01A-02D-1732-01	15	32719681	34038245	916	-0.1717
TCGA-AF-2687-01A-02D-1732-01	15	34038746	34044650	3	-2.2305
TCGA-AF-2687-01A-02D-1732-01	15	34045747	54574968	12673	-0.1699
TCGA-AF-2687-01A-02D-1732-01	15	54575001	54598054	34	0.2599
TCGA-AF-2687-01A-02D-1732-01	15	54598496	55847657	810	-0.136
TCGA-AF-2687-01A-02D-1732-01	15	55848181	55848323	2	-1.9551
TCGA-AF-2687-01A-02D-1732-01	15	55849293	59471253	2802	-0.1702
TCGA-AF-2687-01A-02D-1732-01	15	59471497	59477392	4	-1.574
TCGA-AF-2687-01A-02D-1732-01	15	59478945	74665417	9105	-0.1569
TCGA-AF-2687-01A-02D-1732-01	15	74678296	74689234	23	1.1537
TCGA-AF-2687-01A-02D-1732-01	15	74689249	100286563	17620	-0.1759
TCGA-AF-2687-01A-02D-1732-01	16	777	9015720	6527	0.0331
TCGA-AF-2687-01A-02D-1732-01	16	9016892	9026316	6	-1.6536
TCGA-AF-2687-01A-02D-1732-01	16	9027384	19851864	6986	0.0659
TCGA-AF-2687-01A-02D-1732-01	16	19853151	19877755	30	-0.6957
TCGA-AF-2687-01A-02D-1732-01	16	19877991	32014468	6529	0.0626
TCGA-AF-2687-01A-02D-1732-01	16	32021183	32496122	74	0.8964
TCGA-AF-2687-01A-02D-1732-01	16	32496123	32496410	6	1.8035
TCGA-AF-2687-01A-02D-1732-01	16	32516775	32562740	23	1.0834
TCGA-AF-2687-01A-02D-1732-01	16	32562796	33770364	180	0.74
TCGA-AF-2687-01A-02D-1732-01	16	33771860	34317210	176	0.1278
TCGA-AF-2687-01A-02D-1732-01	16	34324072	34642104	182	0.5839
TCGA-AF-2687-01A-02D-1732-01	16	34645484	34692596	23	0.003
TCGA-AF-2687-01A-02D-1732-01	16	34693300	45167688	145	0.2965
TCGA-AF-2687-01A-02D-1732-01	16	45172832	53565810	5700	0.0614
TCGA-AF-2687-01A-02D-1732-01	16	53566656	53595700	20	-0.3764
TCGA-AF-2687-01A-02D-1732-01	16	53596494	54339785	689	0.078
TCGA-AF-2687-01A-02D-1732-01	16	54341931	54354095	12	-0.4513
TCGA-AF-2687-01A-02D-1732-01	16	54355723	54356280	3	2.4444
TCGA-AF-2687-01A-02D-1732-01	16	54361849	54374147	11	-0.4259
TCGA-AF-2687-01A-02D-1732-01	16	54374206	54405569	16	0.639
TCGA-AF-2687-01A-02D-1732-01	16	54410560	64716799	6872	0.0421
TCGA-AF-2687-01A-02D-1732-01	16	64719730	64720568	4	-1.0295
TCGA-AF-2687-01A-02D-1732-01	16	64725233	68680350	1862	0.0582
TCGA-AF-2687-01A-02D-1732-01	16	68681849	68755897	23	-0.5286
TCGA-AF-2687-01A-02D-1732-01	16	68768945	72927032	2498	0.0681
TCGA-AF-2687-01A-02D-1732-01	16	72941759	73024067	13	-0.6321
TCGA-AF-2687-01A-02D-1732-01	16	73024311	73800230	469	0.0268
TCGA-AF-2687-01A-02D-1732-01	16	73803543	73805747	2	-2.2047
TCGA-AF-2687-01A-02D-1732-01	16	73806268	76929109	2734	0.054
TCGA-AF-2687-01A-02D-1732-01	16	76929941	76937176	13	0.9221
TCGA-AF-2687-01A-02D-1732-01	16	76938764	77673462	1012	0.0046
TCGA-AF-2687-01A-02D-1732-01	16	77674005	77675109	3	-1.9869
TCGA-AF-2687-01A-02D-1732-01	16	77676111	77794331	152	0.0585
TCGA-AF-2687-01A-02D-1732-01	16	77794409	77795109	4	-0.8283
TCGA-AF-2687-01A-02D-1732-01	16	77795402	77823513	34	0.0164
TCGA-AF-2687-01A-02D-1732-01	16	77826387	77827360	2	-1.5156
TCGA-AF-2687-01A-02D-1732-01	16	77829050	79457687	1746	0.0444
TCGA-AF-2687-01A-02D-1732-01	16	79460360	79461760	3	-1.6782
TCGA-AF-2687-01A-02D-1732-01	16	79462539	79505127	50	0.0487
TCGA-AF-2687-01A-02D-1732-01	16	79505395	79505497	2	-2.0921
TCGA-AF-2687-01A-02D-1732-01	16	79507825	79766323	247	0.0154
TCGA-AF-2687-01A-02D-1732-01	16	79766879	79769049	6	-1.1489
TCGA-AF-2687-01A-02D-1732-01	16	79769570	79787842	12	-0.1353
TCGA-AF-2687-01A-02D-1732-01	16	79787945	79790091	4	-2.4732
TCGA-AF-2687-01A-02D-1732-01	16	79790919	80060904	242	0.0529
TCGA-AF-2687-01A-02D-1732-01	16	80061041	80070322	16	-0.7267
TCGA-AF-2687-01A-02D-1732-01	16	80070920	81262612	1200	0.0294
TCGA-AF-2687-01A-02D-1732-01	16	81262723	81269816	16	-0.6384
TCGA-AF-2687-01A-02D-1732-01	16	81270510	81685345	469	0.0083
TCGA-AF-2687-01A-02D-1732-01	16	81685615	81686683	2	-1.8268
TCGA-AF-2687-01A-02D-1732-01	16	81687100	82600349	1128	0.0516
TCGA-AF-2687-01A-02D-1732-01	16	82602201	82610163	11	-0.8096
TCGA-AF-2687-01A-02D-1732-01	16	82613988	82615303	8	0.5643
TCGA-AF-2687-01A-02D-1732-01	16	82620429	82630554	13	-0.0513
