GeneSymbol	Chromosome	Strand	txStarts	txEnds	MappingID	TotalMappingNumber	AbnormalMerge	OverlapWith
GABARAPL1	CHR12	+	10365488	10375724	1	1	N	
KLRD1	CHR12	+	10457049	10469850	1	1	N	
KLRC4-KLRK1	CHR12	-	10524951	10562745	1	1	N	KLRC4 CHR12 - 10559982 10562356;KLRK1 CHR12 - 10524951 10542653;
KLRK1	CHR12	-	10524951	10542653	1	1	N	KLRC4-KLRK1 CHR12 - 10524951 10562745;
KLRC4	CHR12	-	10559982	10562356	1	1	N	KLRC4-KLRK1 CHR12 - 10524951 10562745;
KLRC3	CHR12	-	10564913	10573194	1	1	N	
KLRC2	CHR12	-	10583205	10588592	1	1	N	
KLRC1	CHR12	-	10598637	10607215	1	1	N	
KLRAP1	CHR12	-	10741076	10752434	1	1	N	
MAGOHB	CHR12	-	10756363	10766208	1	1	N	
STYK1	CHR12	-	10771537	10826891	1	1	N	
CSDA	CHR12	-	10851675	10875953	1	1	N	
TAS2R7	CHR12	-	10954130	10955226	1	1	N	
TAS2R8	CHR12	-	10958649	10959579	1	1	N	
TAS2R9	CHR12	-	10961692	10962767	1	1	N	
TAS2R10	CHR12	-	10977944	10978868	1	1	N	
PRH1-PRR4	CHR12	-	10998447	11324224	1	1	N	PRH1 CHR12 - 11033559 11036874;PRR4 CHR12 - 10998447 11002075;TAS2R13 CHR12 - 11060524 11062161;TAS2R14 CHR12 - 11090852 11091806;TAS2R19 CHR12 - 11174270 11175170;TAS2R20 CHR12 - 11148560 11150474;TAS2R30 CHR12 - 11285883 11286843;TAS2R31 CHR12 - 11182985 11184006;TAS2R43 CHR12 - 11243885 11244912;TAS2R46 CHR12 - 11213963 11214893;TAS2R50 CHR12 - 11138511 11139511;
PRR4	CHR12	-	10998447	11002075	1	1	N	PRH1-PRR4 CHR12 - 10998447 11324224;
PRH1	CHR12	-	11033559	11036874	1	1	N	PRH1-PRR4 CHR12 - 10998447 11324224;
TAS2R13	CHR12	-	11060524	11062161	1	1	N	PRH1-PRR4 CHR12 - 10998447 11324224;
PRH2	CHR12	+	11081833	11087444	1	1	N	
TAS2R14	CHR12	-	11090852	11091806	1	1	N	PRH1-PRR4 CHR12 - 10998447 11324224;
TAS2R50	CHR12	-	11138511	11139511	1	1	N	PRH1-PRR4 CHR12 - 10998447 11324224;
TAS2R20	CHR12	-	11148560	11150474	1	1	N	PRH1-PRR4 CHR12 - 10998447 11324224;
TAS2R19	CHR12	-	11174270	11175170	1	1	N	PRH1-PRR4 CHR12 - 10998447 11324224;
TAS2R31	CHR12	-	11182985	11184006	1	1	N	PRH1-PRR4 CHR12 - 10998447 11324224;
TAS2R46	CHR12	-	11213963	11214893	1	1	N	PRH1-PRR4 CHR12 - 10998447 11324224;
TAS2R43	CHR12	-	11243885	11244912	1	1	N	PRH1-PRR4 CHR12 - 10998447 11324224;
TAS2R30	CHR12	-	11285883	11286843	1	1	N	PRH1-PRR4 CHR12 - 10998447 11324224;
TAS2R42	CHR12	-	11338598	11339543	1	1	N	
PRB3	CHR12	-	11418856	11422641	1	1	N	
PRB4	CHR12	-	11460014	11463369	1	1	N	
PRB1	CHR12	-	11504756	11508524	1	1	N	
PRB2	CHR12	-	11544473	11548498	1	1	N	
LOC338817	CHR12	+	11700963	11717335	1	1	N	
ETV6	CHR12	+	11802787	12048325	1	1	N	
RNU6-19	CHR12	-	11944823	12079107	1	2	N	
BCL2L14	CHR12	+	12223877	12252627	1	1	N	
MIR1244-3	CHR12	+	12264885	12264967	1	1	N	
LRP6	CHR12	-	12268960	12419811	1	1	N	
MANSC1	CHR12	-	12482217	12503169	1	1	N	
LOH12CR2	CHR12	-	12508341	12510001	1	1	N	
LOH12CR1	CHR12	+	12510019	12619838	1	1	N	
DUSP16	CHR12	-	12626215	12715448	1	1	N	
CREBL2	CHR12	+	12764830	12798041	1	1	N	
GPR19	CHR12	-	12813994	12849121	1	1	N	
CDKN1B	CHR12	+	12870301	12875305	1	1	N	
APOLD1	CHR12	+	12878850	12944399	1	1	N	MIR613 CHR12 + 12917582 12917677;
MIR613	CHR12	+	12917582	12917677	1	1	N	APOLD1 CHR12 + 12878850 12944399;
DDX47	CHR12	+	12966279	12982915	1	1	N	
RPL13AP20	CHR12	+	13028410	13029070	1	1	N	
GPRC5A	CHR12	+	13043955	13066600	1	1	N	
MIR614	CHR12	+	13068762	13068852	1	1	N	
GPRC5D	CHR12	-	13093708	13103318	1	1	N	
HEBP1	CHR12	-	13127798	13153243	1	1	N	
LOC100506314	CHR12	+	13132770	13137576	1	1	N	
HTR7P1	CHR12	+	13153375	13157764	1	1	N	
KIAA1467	CHR12	+	13197314	13236383	1	1	N	
GSG1	CHR12	-	13236470	13256630	1	1	N	
EMP1	CHR12	+	13349601	13369708	1	1	N	
C12orf36	CHR12	-	13523604	13529679	1	1	N	
GRIN2B	CHR12	-	13714409	14133022	1	1	N	
ATF7IP	CHR12	+	14518610	14651697	1	1	N	
PLBD1	CHR12	-	14656596	14720791	1	1	N	
GUCY2C	CHR12	-	14765567	14849519	1	1	N	
HIST4H4	CHR12	-	14923653	14924065	1	1	N	
H2AFJ	CHR12	+	14927269	14930936	1	1	N	
WBP11	CHR12	-	14939411	14956401	1	1	N	
C12orf60	CHR12	+	14956505	14976791	1	1	N	
C12orf69	CHR12	-	14957583	14967116	1	1	N	
ART4	CHR12	-	14982244	14996413	1	1	N	
MGP	CHR12	-	15034114	15038853	1	1	N	
ERP27	CHR12	-	15066975	15091463	1	1	N	
ARHGDIB	CHR12	-	15094949	15114562	1	1	N	
PDE6H	CHR12	+	15125955	15134799	1	1	N	
RERG	CHR12	-	15260715	15374411	1	1	N	
PTPRO	CHR12	+	15475190	15751265	1	1	N	
EPS8	CHR12	-	15773074	15942510	1	1	N	
STRAP	CHR12	+	16035287	16056410	1	1	N	
DERA	CHR12	+	16064185	16190315	1	1	N	
SLC15A5	CHR12	-	16341418	16430619	1	1	N	
MGST1	CHR12	+	16500075	16530123	1	1	N	
LMO3	CHR12	-	16701305	16761148	1	1	N	
SKP1P2	CHR12	+	17141680	17143562	1	1	N	
MIR3974	CHR12	+	17826232	17826328	1	1	N	
RERGL	CHR12	-	18233802	18243114	1	1	N	
PIK3C2G	CHR12	+	18414473	18801352	1	1	N	
PLCZ1	CHR12	-	18836109	18890993	1	1	N	
CAPZA3	CHR12	+	18891044	18892122	1	1	N	
PLEKHA5	CHR12	+	19282625	19529333	1	1	N	
AEBP2	CHR12	+	19592607	19675173	1	1	N	
LOC100506393	CHR12	+	20167618	20251802	1	1	N	
PDE3A	CHR12	+	20522178	20837041	1	1	N	
SLCO1C1	CHR12	+	20848288	20906320	1	1	N	
SLCO1B3	CHR12	+	20963637	21069843	1	1	N	
SLCO1B7	CHR12	+	21168629	21243040	1	1	N	
SLCO1B1	CHR12	+	21284127	21392730	1	1	N	
SLCO1A2	CHR12	-	21417533	21548371	1	1	N	
IAPP	CHR12	+	21525801	21532914	1	1	N	
PYROXD1	CHR12	+	21590537	21624182	1	1	N	
RECQL	CHR12	-	21621843	21654603	1	1	N	
GOLT1B	CHR12	+	21654698	21671337	1	1	N	
C12orf39	CHR12	+	21679255	21684210	1	1	N	
GYS2	CHR12	-	21689122	21757781	1	1	N	
LDHB	CHR12	-	21788274	21810789	1	1	N	
KCNJ8	CHR12	-	21917888	21927755	1	1	N	
ABCC9	CHR12	-	21950323	22089628	1	1	N	
CMAS	CHR12	+	22199109	22218606	1	1	N	
ST8SIA1	CHR12	-	22346324	22487648	1	1	N	
KIAA0528	CHR12	-	22601517	22697452	1	1	N	
ETNK1	CHR12	+	22778075	22843608	1	1	N	
SOX5	CHR12	-	23685230	24715383	1	1	N	
MIR920	CHR12	+	24365354	24365429	1	1	N	
LINC00477	CHR12	-	24719897	24737102	1	1	N	
BCAT1	CHR12	-	24962957	25102393	1	1	N	
C12orf77	CHR12	-	25146364	25150373	1	1	N	
LRMP	CHR12	+	25205180	25261269	1	1	N	
CASC1	CHR12	-	25261222	25348094	1	1	N	
LYRM5	CHR12	+	25348149	25357949	1	1	N	
KRAS	CHR12	-	25358179	25403854	1	1	N	
IFLTD1	CHR12	-	25629015	25801496	1	1	N	
MIR4302	CHR12	-	26026952	26027012	1	1	N	
LOC100506451	CHR12	-	26107587	26112375	1	1	N	
RASSF8	CHR12	+	26111963	26232825	1	1	N	
BHLHE41	CHR12	-	26272958	26278003	1	1	N	
SSPN	CHR12	+	26348268	26387708	1	1	N	
ITPR2	CHR12	-	26488284	26986131	1	1	N	
ASUN	CHR12	-	27058111	27091254	1	1	N	
FGFR1OP2	CHR12	+	27091304	27119581	1	1	N	
TM7SF3	CHR12	-	27124505	27167339	1	1	N	
MED21	CHR12	+	27175482	27182682	1	1	N	
C12orf71	CHR12	-	27233989	27235455	1	1	N	
STK38L	CHR12	+	27397077	27478890	1	1	N	
ARNTL2	CHR12	+	27485786	27578746	1	1	N	
C12orf70	CHR12	+	27619742	27655118	1	1	N	
PPFIBP1	CHR12	+	27677044	27848497	1	1	N	
REP15	CHR12	+	27849427	27850566	1	1	N	
MRPS35	CHR12	+	27863705	27909237	1	1	N	
MANSC4	CHR12	-	27915598	27924209	1	1	N	
KLHDC5	CHR12	+	27933186	27955973	1	1	N	
PTHLH	CHR12	-	28111016	28124916	1	1	N	
CCDC91	CHR12	+	28410132	28703099	1	1	N	
FAR2	CHR12	+	29376597	29487006	1	1	N	
ERGIC2	CHR12	-	29493578	29534143	1	1	N	
LOC101055625	CHR12	+	29542226	29640257	1	1	N	
OVCH1	CHR12	-	29580488	29650619	1	1	N	
TMTC1	CHR12	-	29653745	29937692	1	1	N	
IPO8	CHR12	-	30781914	30848929	1	1	N	
CAPRIN2	CHR12	-	30862485	30907448	1	1	N	
LOC100287314	CHR12	+	30948614	30955645	1	1	N	
TSPAN11	CHR12	+	31079837	31149537	1	1	N	
DDX11-AS1	CHR12	-	31173696	31226781	1	1	N	
DDX11	CHR12	+	31226778	31257725	1	1	N	
FAM60A	CHR12	-	31433519	31479159	1	1	N	
FLJ13224	CHR12	+	31477249	31478879	1	1	N	
DENND5B	CHR12	-	31535156	31743952	1	1	N	
DENND5B-AS1	CHR12	+	31742856	31768285	1	1	N	
METTL20	CHR12	+	31800093	31822016	1	1	N	
AMN1	CHR12	-	31824070	31882108	1	1	N	
H3F3C	CHR12	-	31944118	31945175	1	1	N	
KIAA1551	CHR12	+	32112352	32146043	1	1	N	
RNU6-78	CHR12	-	32146772	32146802	1	1	N	
BICD1	CHR12	+	32260184	32531141	1	1	N	
FGD4	CHR12	+	32655040	32798984	1	1	N	
DNM1L	CHR12	+	32832136	32898584	1	1	N	
YARS2	CHR12	-	32899477	32908887	1	1	N	
PKP2	CHR12	-	32943679	33049780	1	1	N	
SYT10	CHR12	-	33528347	33592754	1	1	N	
ALG10	CHR12	+	34175215	34181236	1	1	N	
ALG10B	CHR12	+	38710556	38723528	1	1	N	
CPNE8	CHR12	-	39046001	39299420	1	1	N	
KIF21A	CHR12	-	39687029	39837192	1	1	N	
ABCD2	CHR12	-	39945021	40013843	1	1	N	
C12orf40	CHR12	+	40019971	40115720	1	1	N	
SLC2A13	CHR12	-	40148822	40499661	1	1	N	
LRRK2	CHR12	+	40618812	40763086	1	1	N	
CNTN1	CHR12	+	41086243	41466213	1	1	N	
PDZRN4	CHR12	+	41582249	41968392	1	1	N	
GXYLT1	CHR12	-	42475647	42538673	1	1	N	
YAF2	CHR12	-	42550906	42632154	1	1	N	
ZCRB1	CHR12	-	42705887	42719932	1	1	N	
PPHLN1	CHR12	+	42719946	42842422	1	1	N	
PRICKLE1	CHR12	-	42852139	42983572	1	1	N	
ADAMTS20	CHR12	-	43748011	43945724	1	1	N	
PUS7L	CHR12	-	44122411	44152596	1	1	N	
IRAK4	CHR12	+	44152746	44183346	1	1	N	
TWF1	CHR12	-	44187525	44200178	1	1	N	
TMEM117	CHR12	+	44229961	44783541	1	1	N	
NELL2	CHR12	-	44902057	45307711	1	1	N	
DBX2	CHR12	-	45408538	45444882	1	1	N	
RACGAP1P	CHR12	-	45456400	45459194	1	1	N	
PLEKHA8P1	CHR12	-	45566816	45609789	1	1	N	RNY5 CHR12 - 45580873 45581252;
RNY5	CHR12	-	45580873	45581252	1	1	N	PLEKHA8P1 CHR12 - 45566816 45609789;
ANO6	CHR12	+	45609769	45834187	1	1	N	
LOC400027	CHR12	-	46119502	46121704	1	1	N	
ARID2	CHR12	+	46123619	46301819	1	1	N	
SCAF11	CHR12	-	46312913	46384401	1	1	N	
SLC38A1	CHR12	-	46576840	46663208	1	1	N	
SLC38A2	CHR12	-	46751970	46766645	1	1	N	
SLC38A4	CHR12	-	47158543	47219780	1	1	N	
AMIGO2	CHR12	-	47469489	47473734	1	1	N	
MIR4698	CHR12	+	47581594	47581674	1	1	N	
PCED1B-AS1	CHR12	-	47602202	47610226	1	1	N	
PCED1B	CHR12	+	47610051	47630443	1	1	N	
RPAP3	CHR12	-	48055714	48099844	1	1	N	
ENDOU	CHR12	-	48103517	48119355	1	1	N	
RAPGEF3	CHR12	-	48128452	48152889	1	1	N	
SLC48A1	CHR12	+	48166966	48176536	1	1	N	
HDAC7	CHR12	-	48176506	48213763	1	1	N	
VDR	CHR12	-	48235319	48298814	1	1	N	
TMEM106C	CHR12	+	48357329	48362661	1	1	N	
COL2A1	CHR12	-	48366747	48398285	1	1	N	
SENP1	CHR12	-	48436680	48500091	1	1	N	
PFKM	CHR12	+	48499655	48540187	1	1	N	
ASB8	CHR12	-	48541571	48551377	1	1	N	
C12orf68	CHR12	+	48577365	48579709	1	1	N	
OR10AD1	CHR12	-	48596121	48597075	1	1	N	
H1FNT	CHR12	+	48722762	48724062	1	1	N	
ZNF641	CHR12	-	48733792	48745029	1	1	N	
ANP32D	CHR12	+	48866447	48866843	1	1	N	
C12orf54	CHR12	+	48876285	48890297	1	1	N	
OR8S1	CHR12	+	48919414	48921886	1	1	N	
LALBA	CHR12	-	48961466	48963829	1	1	N	
KANSL2	CHR12	-	49046994	49076035	1	1	N	MIR1291 CHR12 - 49048226 49048313;SNORA2A CHR12 - 49050430 49050565;SNORA2B CHR12 - 49061239 49061376;SNORA34 CHR12 - 49048164 49048301;
SNORA34	CHR12	-	49048164	49048301	1	1	N	KANSL2 CHR12 - 49046994 49076035;MIR1291 CHR12 - 49048226 49048313;
MIR1291	CHR12	-	49048226	49048313	1	1	N	KANSL2 CHR12 - 49046994 49076035;SNORA34 CHR12 - 49048164 49048301;
SNORA2A	CHR12	-	49050430	49050565	1	1	N	KANSL2 CHR12 - 49046994 49076035;
SNORA2B	CHR12	-	49061239	49061376	1	1	N	KANSL2 CHR12 - 49046994 49076035;
CCNT1	CHR12	-	49082240	49110781	1	1	N	
LOC255411	CHR12	+	49121217	49159569	1	1	N	
ADCY6	CHR12	-	49159974	49182820	1	1	N	MIR4701 CHR12 - 49165757 49165820;
MIR4701	CHR12	-	49165757	49165820	1	1	N	ADCY6 CHR12 - 49159974 49182820;
CACNB3	CHR12	+	49208214	49222726	1	1	N	
DDX23	CHR12	-	49223538	49245957	1	1	N	
RND1	CHR12	-	49250915	49259653	1	1	N	
CCDC65	CHR12	+	49297892	49315359	1	1	N	
FKBP11	CHR12	-	49315741	49319330	1	1	N	
ARF3	CHR12	-	49329991	49351252	1	1	N	
WNT10B	CHR12	-	49359122	49365641	1	1	N	
WNT1	CHR12	+	49372235	49376396	1	1	N	
DDN	CHR12	-	49388932	49393088	1	1	N	
PRKAG1	CHR12	-	49396054	49412629	1	1	N	
MLL2	CHR12	-	49412757	49449107	1	1	N	
RHEBL1	CHR12	-	49458467	49463775	1	1	N	
DHH	CHR12	-	49483205	49488602	1	1	N	
LMBR1L	CHR12	-	49490922	49504680	1	1	N	
TUBA1B	CHR12	-	49521566	49525304	1	1	N	
TUBA1A	CHR12	-	49578577	49583107	1	1	N	
TUBA1C	CHR12	+	49658864	49667113	1	1	N	
PRPH	CHR12	+	49688908	49692481	1	1	N	
TROAP	CHR12	+	49716970	49725514	1	1	N	
C1QL4	CHR12	-	49726199	49730971	1	1	N	
DNAJC22	CHR12	+	49741040	49745685	1	1	N	
SPATS2	CHR12	+	49760687	49921207	1	1	N	LOC100335030 CHR12 + 49782956 49786116;
LOC100335030	CHR12	+	49782956	49786116	1	1	N	SPATS2 CHR12 + 49760687 49921207;
KCNH3	CHR12	+	49932939	49952077	1	1	N	
MCRS1	CHR12	-	49952085	49961911	1	1	N	
FAM186B	CHR12	-	49976657	49999433	1	1	N	
PRPF40B	CHR12	+	50017196	50038452	1	1	N	
FMNL3	CHR12	-	50031723	50101197	1	1	N	
TMBIM6	CHR12	+	50135292	50158717	1	1	N	
NCKAP5L	CHR12	-	50184928	50222208	1	1	N	
BCDIN3D-AS1	CHR12	+	50222325	50234937	1	1	N	
BCDIN3D	CHR12	-	50229825	50236912	1	1	N	
FAIM2	CHR12	-	50260678	50297760	1	1	N	
LOC283332	CHR12	-	50302665	50305646	1	1	N	
AQP2	CHR12	+	50344523	50352664	1	1	N	
AQP5	CHR12	+	50355278	50359461	1	1	N	
AQP6	CHR12	+	50366619	50370922	1	1	N	
RACGAP1	CHR12	-	50382944	50419307	1	1	N	
ASIC1	CHR12	+	50451419	50477405	1	1	N	
SMARCD1	CHR12	+	50478982	50494494	1	1	N	
GPD1	CHR12	+	50497601	50505103	1	1	N	
COX14	CHR12	+	50505763	50514240	1	1	N	
CERS5	CHR12	-	50523580	50561097	1	1	N	
LIMA1	CHR12	-	50569562	50677353	1	1	N	MIR1293 CHR12 - 50627924 50627995;
MIR1293	CHR12	-	50627924	50627995	1	1	N	LIMA1 CHR12 - 50569562 50677353;
FAM186A	CHR12	-	50721094	50790405	1	1	N	
LARP4	CHR12	+	50794591	50873788	1	1	N	
DIP2B	CHR12	+	50898767	51142450	1	1	N	
ATF1	CHR12	+	51157788	51214943	1	1	N	
TMPRSS12	CHR12	+	51236700	51281663	1	1	N	
METTL7A	CHR12	+	51318533	51326300	1	1	N	
HIGD1C	CHR12	+	51347781	51364289	1	1	N	
SLC11A2	CHR12	-	51373565	51422058	1	1	N	
LETMD1	CHR12	+	51442081	51454207	1	1	N	
CSRNP2	CHR12	-	51454987	51477454	1	1	N	
TFCP2	CHR12	-	51487538	51566926	1	1	N	
POU6F1	CHR12	-	51580718	51611477	1	1	N	
DAZAP2	CHR12	+	51632507	51640501	1	1	N	
SMAGP	CHR12	-	51639132	51664202	1	1	N	
BIN2	CHR12	-	51674821	51717938	1	1	N	
CELA1	CHR12	-	51722226	51740463	1	1	N	
GALNT6	CHR12	-	51745832	51785200	1	1	N	
SLC4A8	CHR12	+	51785100	51909547	1	1	N	
SCN8A	CHR12	+	51985019	52206648	1	1	N	
FIGNL2	CHR12	-	52211675	52225701	1	1	N	
ANKRD33	CHR12	+	52281792	52285505	1	1	N	
ACVRL1	CHR12	+	52301201	52317145	1	1	N	
ACVR1B	CHR12	+	52345450	52390863	1	1	N	
GRASP	CHR12	+	52400747	52409671	1	1	N	
NR4A1	CHR12	+	52416615	52453291	1	1	N	
C12orf44	CHR12	+	52463757	52471279	1	1	N	
KRT80	CHR12	-	52562779	52585784	1	1	N	
LOC283403	CHR12	-	52599364	52604639	1	1	N	
LINC00592	CHR12	+	52604713	52617597	1	1	N	
KRT7	CHR12	+	52626953	52642709	1	1	N	
KRT81	CHR12	-	52679696	52685299	1	1	N	
KRT86	CHR12	+	52695648	52702947	1	1	N	
KRT83	CHR12	-	52708084	52715182	1	1	N	
KRT85	CHR12	-	52753789	52761309	1	1	N	
KRT84	CHR12	-	52771595	52779417	1	1	N	
KRT82	CHR12	-	52787734	52800176	1	1	N	
KRT75	CHR12	-	52817853	52828110	1	1	N	
KRT6B	CHR12	-	52840434	52845910	1	1	N	
KRT6C	CHR12	-	52862299	52867569	1	1	N	
KRT6A	CHR12	-	52880957	52887181	1	1	N	
KRT5	CHR12	-	52908358	52914243	1	1	N	
KRT71	CHR12	-	52937692	52946931	1	1	N	
KRT74	CHR12	-	52959602	52967609	1	1	N	
KRT72	CHR12	-	52979372	52995322	1	1	N	
KRT73	CHR12	-	53001353	53012343	1	1	N	
KRT2	CHR12	-	53038341	53045959	1	1	N	
KRT1	CHR12	-	53068519	53074191	1	1	N	
KRT77	CHR12	-	53083410	53097247	1	1	N	
KRT76	CHR12	-	53161938	53171129	1	1	N	
KRT3	CHR12	-	53183468	53189892	1	1	N	
KRT4	CHR12	-	53200326	53207900	1	1	N	
KRT79	CHR12	-	53215230	53228077	1	1	N	
KRT78	CHR12	-	53232745	53242778	1	1	N	
KRT8	CHR12	-	53290970	53343650	1	1	N	
KRT18	CHR12	+	53342654	53346685	1	1	N	
EIF4B	CHR12	+	53400061	53435993	1	1	N	
LOC283335	CHR12	-	53436972	53448222	1	1	N	
TENC1	CHR12	+	53440809	53458162	1	1	N	
SPRYD3	CHR12	-	53458099	53473204	1	1	N	
IGFBP6	CHR12	+	53491435	53496128	1	1	N	
SOAT2	CHR12	+	53497273	53518323	1	1	N	
CSAD	CHR12	-	53551446	53574693	1	1	N	
ZNF740	CHR12	+	53574534	53584654	1	1	N	
ITGB7	CHR12	-	53585106	53601000	1	1	N	
RARG	CHR12	-	53604349	53626040	1	1	N	
MFSD5	CHR12	+	53645369	53648190	1	1	N	
ESPL1	CHR12	+	53662082	53687427	1	1	N	
PFDN5	CHR12	+	53689234	53693234	1	1	N	
C12orf10	CHR12	+	53693469	53700965	1	1	N	
AAAS	CHR12	-	53701239	53715412	1	1	N	
SP7	CHR12	-	53720359	53730004	1	1	N	
SP1	CHR12	+	53773978	53810226	1	1	N	
AMHR2	CHR12	+	53817638	53825318	1	1	N	
PRR13	CHR12	+	53835432	53840427	1	1	N	
PCBP2	CHR12	+	53845885	53874946	1	1	N	
MAP3K12	CHR12	-	53874275	53893444	1	1	N	
TARBP2	CHR12	+	53894704	53900215	1	1	N	
NPFF	CHR12	-	53900473	53901422	1	1	N	
ATF7	CHR12	-	53901639	54020199	1	1	N	
LOC100652999	CHR12	+	53907767	53911392	1	1	N	
ATP5G2	CHR12	-	54058943	54070512	1	1	N	
CALCOCO1	CHR12	-	54104901	54121307	1	1	N	
HOXC-AS5	CHR12	-	54329111	54333427	1	1	N	
HOXC13	CHR12	+	54332575	54340328	1	1	N	
HOXC12	CHR12	+	54348713	54350350	1	1	N	
HOTAIR	CHR12	-	54356091	54368740	1	1	N	
HOXC11	CHR12	+	54366909	54370203	1	1	N	
HOXC10	CHR12	+	54378945	54384062	1	1	N	
MIR196A2	CHR12	+	54385521	54385631	1	1	N	
HOXC9	CHR12	+	54393876	54397120	1	1	N	
HOXC8	CHR12	+	54402889	54406545	1	1	N	
HOXC4	CHR12	+	54410641	54449814	1	1	N	HOXC5 CHR12 + 54410641 54429144;HOXC6 CHR12 + 54410641 54424607;MIR615 CHR12 + 54427733 54427829;
HOXC5	CHR12	+	54410641	54429144	1	1	N	HOXC4 CHR12 + 54410641 54449814;HOXC6 CHR12 + 54410641 54424607;MIR615 CHR12 + 54427733 54427829;
HOXC6	CHR12	+	54410641	54424607	1	1	N	HOXC4 CHR12 + 54410641 54449814;HOXC5 CHR12 + 54410641 54429144;
MIR615	CHR12	+	54427733	54427829	1	1	N	HOXC4 CHR12 + 54410641 54449814;HOXC5 CHR12 + 54410641 54429144;
FLJ12825	CHR12	+	54452037	54516018	1	1	N	LOC100240734 CHR12 + 54495992 54496483;
LOC100240735	CHR12	-	54472622	54475607	1	1	N	
LOC100240734	CHR12	+	54495992	54496483	1	1	N	FLJ12825 CHR12 + 54452037 54516018;
LOC400043	CHR12	+	54519854	54526626	1	1	N	
SMUG1	CHR12	-	54574141	54582778	1	1	N	
CBX5	CHR12	-	54624730	54673915	1	1	N	MIR3198-2 CHR12 - 54625180 54625260;
MIR3198-2	CHR12	-	54625180	54625260	1	1	N	CBX5 CHR12 - 54624730 54673915;
HNRNPA1	CHR12	+	54674487	54679030	1	1	N	HNRNPA1P10 CHR12 + 54674532 54678663;
HNRNPA1P10	CHR12	+	54674532	54678663	1	1	N	HNRNPA1 CHR12 + 54674487 54679030;
NFE2	CHR12	-	54685890	54694821	1	1	N	
COPZ1	CHR12	+	54718910	54745633	1	1	N	MIR148B CHR12 + 54730999 54731098;
MIR148B	CHR12	+	54730999	54731098	1	1	N	COPZ1 CHR12 + 54718910 54745633;
GPR84	CHR12	-	54756228	54758270	1	1	N	
ZNF385A	CHR12	-	54762919	54785083	1	1	N	
ITGA5	CHR12	-	54789044	54813050	1	1	N	
GTSF1	CHR12	-	54849735	54867386	1	1	N	
NCKAP1L	CHR12	+	54891494	54936899	1	1	N	
PDE1B	CHR12	+	54943176	54973023	1	1	N	
PPP1R1A	CHR12	-	54973023	54982443	1	1	N	
GLYCAM1	CHR12	-	55001970	55004246	1	1	N	
LACRT	CHR12	-	55024622	55028663	1	1	N	
DCD	CHR12	-	55038374	55042149	1	1	N	
MUCL1	CHR12	+	55248298	55252174	1	1	N	
TESPA1	CHR12	-	55342086	55378530	1	1	N	
NEUROD4	CHR12	+	55413728	55423801	1	1	N	
OR9K2	CHR12	+	55523552	55524560	1	1	N	
OR10A7	CHR12	+	55614808	55615759	1	1	N	
OR6C74	CHR12	+	55641071	55642010	1	1	N	
OR6C6	CHR12	-	55688071	55689016	1	1	N	
OR6C1	CHR12	+	55714383	55715322	1	1	N	
OR6C3	CHR12	+	55725484	55726420	1	1	N	
OR6C75	CHR12	+	55758894	55759833	1	1	N	
OR6C65	CHR12	+	55794312	55795251	1	1	N	
OR6C76	CHR12	+	55820037	55820976	1	1	N	
OR6C2	CHR12	+	55845997	55846936	1	1	N	
OR6C70	CHR12	-	55862983	55863922	1	1	N	
OR6C68	CHR12	+	55886161	55887100	1	1	N	
OR6C4	CHR12	+	55945010	55945940	1	1	N	
OR2AP1	CHR12	+	55968198	55969128	1	1	N	
OR10P1	CHR12	+	56030675	56031617	1	1	N	
METTL7B	CHR12	+	56075329	56078394	1	1	N	
ITGA7	CHR12	-	56078353	56106089	1	1	N	
BLOC1S1	CHR12	+	56109817	56113491	1	1	N	BLOC1S1-RDH5 CHR12 + 56109817 56118526;
BLOC1S1-RDH5	CHR12	+	56109817	56118526	1	1	N	BLOC1S1 CHR12 + 56109817 56113491;RDH5 CHR12 + 56114150 56118526;
RDH5	CHR12	+	56114150	56118526	1	1	N	BLOC1S1-RDH5 CHR12 + 56109817 56118526;
CD63	CHR12	-	56119226	56123457	1	1	N	
GDF11	CHR12	+	56137063	56146665	1	1	N	
SARNP	CHR12	-	56146246	56211540	1	1	N	
ORMDL2	CHR12	+	56211805	56214959	1	1	N	
DNAJC14	CHR12	-	56214743	56223420	1	1	N	
TMEM198B	CHR12	+	56223391	56230030	1	1	N	
MMP19	CHR12	-	56229213	56236735	1	1	N	
WIBG	CHR12	-	56295196	56321697	1	1	N	
DGKA	CHR12	+	56324945	56347807	1	1	N	
PMEL	CHR12	-	56347888	56360496	1	1	N	
CDK2	CHR12	+	56360555	56366568	1	1	N	
RAB5B	CHR12	+	56367696	56390467	1	1	N	
SUOX	CHR12	+	56391042	56399309	1	1	N	
IKZF4	CHR12	+	56414688	56432219	1	1	N	
RPS26	CHR12	+	56435685	56438007	1	1	N	
ERBB3	CHR12	+	56473808	56497291	1	1	N	
PA2G4	CHR12	+	56498102	56507694	1	1	N	
RPL41	CHR12	+	56510373	56511616	1	1	N	
ZC3H10	CHR12	+	56512029	56516278	1	1	N	
ESYT1	CHR12	+	56521985	56538460	1	1	N	
MYL6B	CHR12	+	56546203	56551771	1	1	N	
MYL6	CHR12	+	56552044	56555366	1	1	N	
SMARCC2	CHR12	-	56555635	56583351	1	1	N	
RNF41	CHR12	-	56596287	56615753	1	1	N	
