GeneSymbol	Chromosome	Strand	txStarts	txEnds	MappingID	TotalMappingNumber	AbnormalMerge	OverlapWith
CEP170	CHR1	-	241354352	241485331	1	1	N	
SDCCAG8	CHR1	+	241485929	241730016	1	1	N	MIR4677 CHR1 + 241576100 241576180;
MIR4677	CHR1	+	241576100	241576180	1	1	N	SDCCAG8 CHR1 + 241485929 241730016;
AKT3	CHR1	-	241718157	242073509	1	1	N	
LOC339529	CHR1	+	242147326	242277242	1	1	N	
ZNF238	CHR1	+	242281183	242287403	1	1	N	
C1orf100	CHR1	+	242582559	242619016	1	1	N	
ADSS	CHR1	-	242638416	242682059	1	1	N	
C1orf101	CHR1	+	242691295	242870285	1	1	N	
DESI2	CHR1	+	242882974	242938957	1	1	N	
COX20	CHR1	+	243065261	243074982	1	1	N	
HNRNPU-AS1	CHR1	-	243070562	243076866	1	1	N	
HNRNPU	CHR1	-	243080224	243094450	1	1	N	
EFCAB2	CHR1	+	243199793	243355153	1	1	N	
KIF26B	CHR1	+	243384909	243933051	1	1	N	
SMYD3	CHR1	-	243979264	244737267	1	1	N	
LOC255654	CHR1	-	244745963	244754212	1	1	N	
TFB2M	CHR1	-	244770485	244796188	1	1	N	
CNST	CHR1	+	244796261	244898507	1	1	N	
SCCPDH	CHR1	+	244954000	244998062	1	1	N	
LOC149134	CHR1	+	245019541	245021411	1	1	N	
AHCTF1	CHR1	-	245069024	245161349	1	1	N	
ZNF670-ZNF695	CHR1	-	245175471	245308738	1	1	N	ZNF670 CHR1 - 245264562 245308738;ZNF695 CHR1 - 245175471 245238018;
ZNF695	CHR1	-	245175471	245238018	1	1	N	ZNF670-ZNF695 CHR1 - 245175471 245308738;
ZNF670	CHR1	-	245264562	245308738	1	1	N	ZNF670-ZNF695 CHR1 - 245175471 245308738;
ZNF669	CHR1	-	245329886	245334297	1	1	N	
C1orf229	CHR1	-	245340084	245342342	1	1	N	
ZNF124	CHR1	-	245351899	245401941	1	1	N	
MIR3916	CHR1	-	245431891	245431985	1	1	N	
VN1R5	CHR1	+	245485996	245487070	1	1	N	
ZNF496	CHR1	-	245530244	245561668	1	1	N	
NLRP3	CHR1	+	245646080	245679029	1	1	N	
OR2B11	CHR1	-	245680953	245681907	1	1	N	
OR2W5	CHR1	+	245720992	245722334	1	1	N	
GCSAML-AS1	CHR1	-	245754603	245760729	1	1	N	OR2C3 CHR1 - 245760056 245763764;
OR2C3	CHR1	-	245760056	245763764	1	1	N	GCSAML-AS1 CHR1 - 245754603 245760729;
GCSAML	CHR1	+	245779073	245806471	1	1	N	
OR2G2	CHR1	+	245818284	245819238	1	1	N	
OR2G3	CHR1	+	245835510	245836440	1	1	N	
OR13G1	CHR1	-	245902042	245902966	1	1	N	
OR6F1	CHR1	-	245941753	245942680	1	1	N	
OR1C1	CHR1	-	245987386	245988331	1	1	N	
OR14A16	CHR1	-	246044724	246045654	1	1	N	
OR11L1	CHR1	-	246070852	246071821	1	1	N	
TRIM58	CHR1	+	246087123	246110061	1	1	N	
OR2W3	CHR1	+	246125511	246126456	1	1	N	
OR2T8	CHR1	+	246150942	246151881	1	1	N	
OR2L13	CHR1	+	246167115	246330847	1	1	N	OR2AK2 CHR1 + 246195256 246196264;OR2L1P CHR1 + 246220191 246221116;OR2L2 CHR1 + 246268096 246269230;OR2L3 CHR1 + 246290606 246291545;OR2L5 CHR1 + 246251872 246252811;OR2L8 CHR1 + 246178782 246179721;
OR2L8	CHR1	+	246178782	246179721	1	1	N	OR2L13 CHR1 + 246167115 246330847;
OR2AK2	CHR1	+	246195256	246196264	1	1	N	OR2L13 CHR1 + 246167115 246330847;
OR2L1P	CHR1	+	246220191	246221116	1	1	N	OR2L13 CHR1 + 246167115 246330847;
OR2L5	CHR1	+	246251872	246252811	1	1	N	OR2L13 CHR1 + 246167115 246330847;
OR2L2	CHR1	+	246268096	246269230	1	1	N	OR2L13 CHR1 + 246167115 246330847;
OR2L3	CHR1	+	246290606	246291545	1	1	N	OR2L13 CHR1 + 246167115 246330847;
OR2M1P	CHR1	+	246352060	246352705	1	1	N	
OR2M5	CHR1	+	246375072	246376011	1	1	N	
OR2M2	CHR1	+	246409910	246410954	1	1	N	
OR2M3	CHR1	+	246432992	246433931	1	1	N	
OR2M4	CHR1	+	246468853	246469789	1	1	N	
OR2T33	CHR1	-	246502776	246503739	1	1	N	
OR2T12	CHR1	-	246524540	246525503	1	1	N	
OR2M7	CHR1	-	246553554	246554493	1	1	N	
OR14C36	CHR1	+	246578699	246579638	1	1	N	
OR2T4	CHR1	+	246591505	246592552	1	1	N	
OR2T6	CHR1	+	246617532	246618459	1	1	N	
OR2T1	CHR1	+	246635918	246637028	1	1	N	
OR2T2	CHR1	+	246682721	246683696	1	1	N	
OR2T3	CHR1	+	246703274	246704231	1	1	N	
OR2T5	CHR1	+	246718512	246719460	1	1	N	
OR2G6	CHR1	+	246751570	246752521	1	1	N	
OR2T29	CHR1	-	246788467	246789415	1	1	N	
OR2T34	CHR1	-	246803724	246804681	1	1	N	
OR2T10	CHR1	-	246822753	246823692	1	1	N	
OR2T11	CHR1	-	246856101	246857052	1	1	N	
OR2T35	CHR1	-	246868210	246869182	1	1	N	
OR2T27	CHR1	-	246879854	246880808	1	1	N	
OR14I1	CHR1	-	246911292	246912228	1	1	N	
LYPD8	CHR1	-	246969339	246969774	1	1	N	
SH3BP5L	CHR1	-	247071273	247086777	1	1	N	
MIR3124	CHR1	+	247087198	247087265	1	1	N	
ZNF672	CHR1	+	247099152	247110337	1	1	N	
ZNF692	CHR1	-	247110825	247119938	1	1	N	
PGBD2	CHR1	+	247167064	247179968	1	1	N	
FAM72D	CHR1_RANDOM	+	873196	889888	1	1	N	
TUBB8	CHR10	-	82827	85178	1	1	N	
ZMYND11	CHR10	+	170404	290577	1	1	N	
DIP2C	CHR10	-	310129	725608	1	1	N	MIR5699 CHR10 - 677628 677718;
MIR5699	CHR10	-	677628	677718	1	1	N	DIP2C CHR10 - 310129 725608;
C10orf108	CHR10	+	685887	701109	1	1	N	
LARP4B	CHR10	-	845483	921702	1	1	N	
GTPBP4	CHR10	+	1024348	1053708	1	1	N	
IDI2	CHR10	-	1054846	1061799	1	1	N	
IDI2-AS1	CHR10	+	1058576	1080141	1	1	N	
IDI1	CHR10	-	1075963	1085061	1	1	N	
WDR37	CHR10	+	1092775	1168237	1	1	N	
LINC00200	CHR10	+	1195707	1200612	1	1	N	
ADARB2	CHR10	-	1213252	1769670	1	1	N	
ADARB2-AS1	CHR10	+	1558824	1589179	1	1	N	
LOC282980	CHR10	-	2037666	2046542	1	1	N	
LOC399708	CHR10	-	2332512	2347268	1	1	N	
PFKP	CHR10	+	3099711	3168997	1	1	N	
PITRM1	CHR10	-	3169918	3205033	1	1	N	
LOC100507034	CHR10	+	3173792	3180821	1	1	N	
KLF6	CHR10	-	3808187	3817473	1	1	N	
LOC100216001	CHR10	-	4682376	4710262	1	1	N	
LOC338588	CHR10	+	4688347	4694606	1	1	N	
AKR1E2	CHR10	+	4858368	4880251	1	1	N	
TAKR	CHR10	-	4903858	4948465	1	1	N	
AKR1C1	CHR10	+	4995453	5010158	1	1	N	
AKR1C2	CHR10	-	5019967	5050225	1	1	N	
AKR1C3	CHR10	+	5080957	5139878	1	1	N	
AKR1CL1	CHR10	-	5186654	5217150	1	1	N	
AKR1C4	CHR10	+	5228797	5250910	1	1	N	
UCN3	CHR10	+	5396975	5406169	1	1	N	
TUBAL3	CHR10	-	5425060	5436793	1	1	N	
NET1	CHR10	+	5444513	5491019	1	1	N	
CALML5	CHR10	-	5530657	5531533	1	1	N	
CALML3	CHR10	+	5556923	5558225	1	1	N	
ASB13	CHR10	-	5720825	5748564	1	1	N	
FAM208B	CHR10	+	5766806	5845709	1	1	N	
GDI2	CHR10	-	5847191	5895518	1	1	N	
ANKRD16	CHR10	-	5943694	5971866	1	1	N	
FBXO18	CHR10	+	5971540	6019564	1	1	N	
IL15RA	CHR10	-	6034339	6060156	1	1	N	
IL2RA	CHR10	-	6092662	6144339	1	1	N	
RBM17	CHR10	+	6170954	6199428	1	1	N	
PFKFB3	CHR10	+	6226848	6317513	1	1	N	MIR3155A CHR10 + 6234164 6234246;
MIR3155A	CHR10	+	6234164	6234246	1	1	N	PFKFB3 CHR10 + 6226848 6317513;
MIR3155B	CHR10	-	6234176	6234231	1	1	N	
LOC399715	CHR10	+	6359655	6417943	1	1	N	
PRKCQ	CHR10	-	6509110	6662260	1	1	N	
LOC439949	CHR10	+	6662392	6667329	1	1	N	
LOC100507127	CHR10	+	6861565	6924874	1	1	N	
SFMBT2	CHR10	-	7240591	7493454	1	1	N	
ITIH5	CHR10	-	7641237	7748967	1	1	N	
ITIH2	CHR10	+	7785241	7831489	1	1	N	
KIN	CHR10	-	7832930	7869996	1	1	N	
ATP5C1	CHR10	+	7870098	7889768	1	1	N	
TAF3	CHR10	+	7900678	8096720	1	1	N	
FLJ45983	CHR10	-	8132418	8135453	1	1	N	
GATA3	CHR10	+	8136672	8157170	1	1	N	
SFTA1P	CHR10	-	10866407	10876883	1	1	N	
LOC254312	CHR10	-	11016908	11034132	1	1	N	
CELF2	CHR10	+	11087264	11418678	1	1	N	
LOC439950	CHR10	-	11153510	11187457	1	1	N	
USP6NL	CHR10	-	11542514	11693685	1	1	N	
ECHDC3	CHR10	+	11824361	11846071	1	1	N	
C10orf47	CHR10	+	11905402	11954282	1	1	N	
LOC219731	CHR10	-	11931612	11976715	1	1	N	
UPF2	CHR10	-	12002026	12125175	1	1	N	
DHTKD1	CHR10	+	12150939	12205230	1	1	N	
SEC61A2	CHR10	+	12211645	12251963	1	1	N	
NUDT5	CHR10	-	12249578	12278149	1	1	N	
CDC123	CHR10	+	12277966	12332595	1	1	N	
CAMK1D	CHR10	+	12431588	12911739	1	1	N	MIR4480 CHR10 + 12660757 12660828;
MIR4480	CHR10	+	12660757	12660828	1	1	N	CAMK1D CHR10 + 12431588 12911739;
LOC283070	CHR10	+	12915138	12917551	1	1	N	
CCDC3	CHR10	-	12978630	13083710	1	1	N	
OPTN	CHR10	+	13182087	13220282	1	1	N	
MCM10	CHR10	+	13243559	13293110	1	1	N	
UCMA	CHR10	-	13303772	13316334	1	1	N	
PHYH	CHR10	-	13359801	13382136	1	1	N	
SEPHS1	CHR10	-	13399443	13430304	1	1	N	
BEND7	CHR10	-	13520489	13584982	1	1	N	
PRPF18	CHR10	+	13668944	13712874	1	1	N	
FRMD4A	CHR10	-	13725711	14412872	1	1	N	
MIR4293	CHR10	-	14465204	14465282	1	1	N	
MIR1265	CHR10	+	14518580	14518666	1	1	N	
FAM107B	CHR10	-	14600564	14856902	1	1	N	
CDNF	CHR10	-	14901256	14919989	1	1	N	
HSPA14	CHR10	+	14920266	14953746	1	1	N	
SUV39H2	CHR10	+	14960787	14986310	1	1	N	
DCLRE1C	CHR10	-	14988876	15036100	1	1	N	
MEIG1	CHR10	+	15041443	15054856	1	1	N	
OLAH	CHR10	+	15125900	15155857	1	1	N	
ACBD7	CHR10	-	15157479	15170781	1	1	N	
C10orf111	CHR10	-	15177389	15179324	1	1	N	
RPP38	CHR10	+	15179184	15186262	1	1	N	
NMT2	CHR10	-	15187776	15250701	1	1	N	LOC100192204 CHR10 - 15236726 15237352;
LOC100192204	CHR10	-	15236726	15237352	1	1	N	NMT2 CHR10 - 15187776 15250701;
FAM171A1	CHR10	-	15293649	15453064	1	1	N	
ITGA8	CHR10	-	15599093	15801776	1	1	N	
FAM188A	CHR10	-	15860180	15942525	1	1	N	
PTER	CHR10	+	16518947	16595750	1	1	N	
C1QL3	CHR10	-	16595747	16604010	1	1	N	
RSU1	CHR10	-	16672622	16899459	1	1	N	
CUBN	CHR10	-	16905970	17211822	1	1	N	
TRDMT1	CHR10	-	17224987	17284076	1	1	N	
VIM	CHR10	+	17310263	17319598	1	1	N	
ST8SIA6	CHR10	-	17402681	17536260	1	1	N	
LOC100128098	CHR10	+	17468940	17490291	1	1	N	
PTPLA	CHR10	-	17671963	17699379	1	1	N	
STAM	CHR10	+	17726129	17798827	1	1	N	
TMEM236	CHR10	+	17834256	18129860	1	1	Y	MIR511-1 CHR10 + 17927112 18174128;MIR511-2 CHR10 + 17927112 18174128;MRC1 CHR10 + 17891367 18240097;
MRC1	CHR10	+	17891367	18240097	1	1	Y	MIR511-1 CHR10 + 17927112 18174128;MIR511-2 CHR10 + 17927112 18174128;TMEM236 CHR10 + 17834256 18129860;
MIR511-1	CHR10	+	17927112	18174128	1	1	Y	MIR511-2 CHR10 + 17927112 18174128;MRC1 CHR10 + 17891367 18240097;TMEM236 CHR10 + 17834256 18129860;
MIR511-2	CHR10	+	17927112	18174128	1	1	Y	MIR511-1 CHR10 + 17927112 18174128;MRC1 CHR10 + 17891367 18240097;TMEM236 CHR10 + 17834256 18129860;
SLC39A12	CHR10	+	18280773	18372227	1	1	N	
LOC100129213	CHR10	-	18330720	18339497	1	1	N	
CACNB2	CHR10	+	18469611	18870694	1	1	N	
NSUN6	CHR10	-	18874269	18980556	1	1	N	
ARL5B	CHR10	+	18988318	19006946	1	1	N	
PLXDC2	CHR10	+	20145377	20609121	1	1	N	
MIR4675	CHR10	+	20880904	20880981	1	1	N	
NEBL	CHR10	-	21108908	21503122	1	1	N	C10orf113 CHR10 - 21454697 21475494;
C10orf113	CHR10	-	21454697	21475494	1	1	N	NEBL CHR10 - 21108908 21503122;
LOC100128511	CHR10	+	21502924	21503858	1	1	N	
C10orf114	CHR10	-	21823426	21826219	1	1	N	MIR1915 CHR10 - 21825496 21825576;
MIR1915	CHR10	-	21825496	21825576	1	1	N	C10orf114 CHR10 - 21823426 21826219;
SKIDA1	CHR10	-	21842414	21854617	1	1	N	
MLLT10	CHR10	+	21863106	22072565	1	1	N	
DNAJC1	CHR10	-	22085482	22332656	1	1	N	
EBLN1	CHR10	-	22537748	22538918	1	1	N	
LOC100130992	CHR10	+	22581006	22587483	1	1	N	
COMMD3	CHR10	+	22645317	22649252	1	1	N	COMMD3-BMI1 CHR10 + 22645317 22660420;
COMMD3-BMI1	CHR10	+	22645317	22660420	1	1	N	BMI1 CHR10 + 22650144 22660420;COMMD3 CHR10 + 22645317 22649252;
BMI1	CHR10	+	22650144	22660420	1	1	N	COMMD3-BMI1 CHR10 + 22645317 22660420;
SPAG6	CHR10	+	22674379	22746545	1	1	N	
LOC100499489	CHR10	-	22764359	22766864	1	1	N	
PIP4K2A	CHR10	-	22863771	23043509	1	1	N	
ARMC3	CHR10	+	23256959	23366520	1	1	N	
MSRB2	CHR10	+	23424432	23450948	1	1	N	
PTF1A	CHR10	+	23521465	23523187	1	1	N	
C10orf67	CHR10	-	23645525	23673778	1	1	N	
OTUD1	CHR10	+	23768203	23771316	1	1	N	
KIAA1217	CHR10	+	24023680	24876778	1	1	N	MIR603 CHR10 + 24604619 24604716;
MIR603	CHR10	+	24604619	24604716	1	1	N	KIAA1217 CHR10 + 24023680 24876778;
ARHGAP21	CHR10	-	24912543	25052603	1	1	N	
PRTFDC1	CHR10	-	25177559	25281539	1	1	N	
ENKUR	CHR10	-	25310913	25391214	1	1	N	
THNSL1	CHR10	+	25345513	25355599	1	1	N	
GPR158-AS1	CHR10	-	25487006	25505211	1	1	N	
GPR158	CHR10	+	25504295	25931163	1	1	N	
MYO3A	CHR10	+	26263007	26541471	1	1	N	
GAD2	CHR10	+	26545241	26633497	1	1	N	
APBB1IP	CHR10	+	26767271	26896738	1	1	N	
LINC00264	CHR10	+	26918799	26923257	1	1	N	
LOC731789	CHR10	+	26972042	26982389	1	1	N	
PDSS1	CHR10	+	27026600	27075732	1	1	N	
ABI1	CHR10	-	27075530	27190022	1	1	N	
LINC00202	CHR10	-	27260140	27270936	1	1	N	
ANKRD26	CHR10	-	27333050	27429433	1	1	N	
YME1L1	CHR10	-	27439045	27483355	1	1	N	
MASTL	CHR10	+	27483758	27515854	1	1	N	
ACBD5	CHR10	-	27524148	27571074	1	1	N	
LRRC37A6P	CHR10	-	27574787	27581241	1	1	N	
PTCHD3	CHR10	-	27727122	27743303	1	1	N	
RAB18	CHR10	+	27833108	27871172	1	1	N	
MKX	CHR10	-	28001808	28074784	1	1	N	
ARMC4	CHR10	-	28141102	28327983	1	1	N	
MPP7	CHR10	-	28379928	28611073	1	1	N	
LOC220906	CHR10	-	28848851	28861289	1	1	N	
WAC	CHR10	+	28861427	28952047	1	1	N	
BAMBI	CHR10	+	29006429	29011874	1	1	N	
LOC100507605	CHR10	-	29118245	29124985	1	1	N	
LYZL1	CHR10	+	29617995	29640164	1	1	N	
LOC387647	CHR10	+	29738506	29751305	1	1	N	
SVIL	CHR10	-	29786282	30064736	1	1	N	MIR604 CHR10 - 29873938 29874032;MIR938 CHR10 - 29931198 29931281;
MIR604	CHR10	-	29873938	29874032	1	1	N	SVIL CHR10 - 29786282 30064736;
MIR938	CHR10	-	29931198	29931281	1	1	N	SVIL CHR10 - 29786282 30064736;
KIAA1462	CHR10	-	30341734	30388494	1	1	N	
MTPAP	CHR10	-	30638735	30678273	1	1	N	
MAP3K8	CHR10	+	30762955	30790768	1	1	N	
LYZL2	CHR10	-	30940713	30958653	1	1	N	
ZNF438	CHR10	-	31173570	31360872	1	1	N	
ZEB1-AS1	CHR10	-	31645462	31648030	1	1	N	
ZEB1	CHR10	+	31648106	31858748	1	1	N	
ARHGAP12	CHR10	-	32134331	32257810	1	1	N	
KIF5B	CHR10	-	32337943	32385377	1	1	N	
EPC1	CHR10	-	32597864	32676119	1	1	N	
CCDC7	CHR10	+	32775046	32903498	1	1	N	C10orf68 CHR10 + 32896656 33211798;
C10orf68	CHR10	+	32896656	33211798	1	1	N	CCDC7 CHR10 + 32775046 32903498;
ITGB1	CHR10	-	33229251	33287299	1	1	N	
NRP1	CHR10	-	33506424	33663839	1	1	N	
LOC100505583	CHR10	-	34088646	34101614	1	1	N	
PARD3	CHR10	-	34438493	35144259	1	1	N	
CUL2	CHR10	-	35337484	35419576	1	1	N	
CREM	CHR10	+	35455774	35541892	1	1	N	
CCNY	CHR10	+	35575958	35900853	1	1	N	
GJD4	CHR10	+	35934343	35937869	1	1	N	
FZD8	CHR10	-	35967182	35970368	1	1	N	MIR4683 CHR10 - 35970105 35970186;
MIR4683	CHR10	-	35970105	35970186	1	1	N	FZD8 CHR10 - 35967182 35970368;
ANKRD30A	CHR10	+	37454790	37561501	1	1	N	
MTRNR2L7	CHR10	-	37930371	37931865	1	1	N	
ZNF248	CHR10	-	38105459	38187018	1	1	N	LOC100419868 CHR10 - 38122871 38124109;
LOC100419868	CHR10	-	38122871	38124109	1	1	N	ZNF248 CHR10 - 38105459 38187018;
ZNF25	CHR10	-	38278800	38305459	1	1	N	
ZNF33A	CHR10	+	38339583	38389001	1	1	N	
ZNF37A	CHR10	+	38423269	38452284	1	1	N	
LOC100129055	CHR10	+	38504604	38543279	1	1	N	
HSD17B7P2	CHR10	+	38685313	38707439	1	1	N	
SEPT7L	CHR10	-	38712003	38731786	1	1	N	
LOC399744	CHR10	+	38757079	38781087	1	1	N	
ACTR3BP5	CHR10	+	39029732	39031377	1	1	N	
LOC441666	CHR10	-	42147319	42183499	1	1	N	
LOC84856	CHR10	+	42290944	42310791	1	1	N	
ZNF37BP	CHR10	-	42328966	42368286	1	1	N	
ZNF33B	CHR10	-	42404560	42453998	1	1	N	
BMS1	CHR10	+	42597959	42650391	1	1	N	
MIR5100	CHR10	+	42813016	42813135	1	1	N	
RET	CHR10	+	42892522	42945803	1	1	N	
CSGALNACT2	CHR10	+	42953939	43000755	1	1	N	
RASGEF1A	CHR10	-	43009989	43082373	1	1	N	
FXYD4	CHR10	+	43187097	43191789	1	1	N	
HNRNPF	CHR10	-	43201070	43224702	1	1	N	
ZNF487P	CHR10	+	43252579	43298013	1	1	N	
ZNF239	CHR10	-	43371798	43390072	1	1	N	
ZNF485	CHR10	+	43421860	43433358	1	1	N	
ZNF32-AS3	CHR10	+	43444270	43490153	1	1	N	ZNF32-AS1 CHR10 + 43459325 43460501;ZNF32-AS2 CHR10 + 43461395 43463473;
ZNF32	CHR10	-	43459312	43464332	1	1	N	
ZNF32-AS1	CHR10	+	43459325	43460501	1	1	N	ZNF32-AS3 CHR10 + 43444270 43490153;
ZNF32-AS2	CHR10	+	43461395	43463473	1	1	N	ZNF32-AS3 CHR10 + 43444270 43490153;
HNRNPA3P1	CHR10	-	43602865	43605871	1	1	N	
LINC00619	CHR10	+	43660759	43666076	1	1	N	
LOC100506835	CHR10	+	43674864	43710887	1	1	N	
LOC283033	CHR10	+	43724757	43785361	1	1	N	
LOC100130539	CHR10	+	44108203	44110103	1	1	N	
CXCL12	CHR10	-	44185610	44200551	1	1	N	
TMEM72-AS1	CHR10	-	44626477	44775143	1	1	N	
TMEM72	CHR10	+	44726769	44750648	1	1	N	
RASSF4	CHR10	+	44775224	44810178	1	1	N	
C10orf10	CHR10	-	44791714	44794336	1	1	N	
C10orf25	CHR10	-	44813151	44816476	1	1	N	
ZNF22	CHR10	+	44816278	44820783	1	1	N	
RSU1P2	CHR10	-	44914929	44970050	1	1	N	
LOC338579	CHR10	+	44970115	45001495	1	1	N	MIR3156-1 CHR10 + 44979467 44979542;
MIR3156-1	CHR10	+	44979467	44979542	1	1	N	LOC338579 CHR10 + 44970115 45001495;
OR13A1	CHR10	-	45118107	45131062	1	1	N	
ALOX5	CHR10	+	45189629	45261573	1	1	N	
MARCH8	CHR10	-	45272822	45410360	1	1	N	
ZFAND4	CHR10	-	45431044	45488257	1	1	N	
FAM21C	CHR10	+	45542653	45608418	1	1	N	
AGAP4	CHR10	-	45641055	45662927	1	1	N	
PTPN20A	CHR10	-	45970128	48447930	1	1	Y	ANXA8L1 CHR10 - 46577994 46594046;BMS1P1 CHR10 - 46157618 46182898;BMS1P2 CHR10 - 46645575 46663517;BMS1P5 CHR10 - 46157618 46182898;FAM25B CHR10 - 46597226 48877831;FAM25C CHR10 - 46597226 48877831;FRMPD2P1 CHR10 - 46077140 46095794;GDF10 CHR10 - 48045793 48059144;GDF2 CHR10 - 48033097 48036859;LOC643650 CHR10 - 46516459 46571406;LOC728643 CHR10 - 46553300 46553842;PTPN20B CHR10 - 45970128 48447930;RBP3 CHR10 - 48001492 48010997;SYT15 CHR10 - 46375450 46390607;
PTPN20B	CHR10	-	45970128	48447930	1	1	Y	ANXA8L1 CHR10 - 46577994 46594046;BMS1P1 CHR10 - 46157618 46182898;BMS1P2 CHR10 - 46645575 46663517;BMS1P5 CHR10 - 46157618 46182898;FAM25B CHR10 - 46597226 48877831;FAM25C CHR10 - 46597226 48877831;FRMPD2P1 CHR10 - 46077140 46095794;GDF10 CHR10 - 48045793 48059144;GDF2 CHR10 - 48033097 48036859;LOC643650 CHR10 - 46516459 46571406;LOC728643 CHR10 - 46553300 46553842;PTPN20A CHR10 - 45970128 48447930;RBP3 CHR10 - 48001492 48010997;SYT15 CHR10 - 46375450 46390607;
FRMPD2P1	CHR10	-	46077140	46095794	1	1	N	PTPN20A CHR10 - 45970128 48447930;PTPN20B CHR10 - 45970128 48447930;
BMS1P1	CHR10	-	46157618	46182898	1	1	N	BMS1P5 CHR10 - 46157618 46182898;PTPN20A CHR10 - 45970128 48447930;PTPN20B CHR10 - 45970128 48447930;
BMS1P5	CHR10	-	46157618	46182898	1	1	N	BMS1P1 CHR10 - 46157618 46182898;PTPN20A CHR10 - 45970128 48447930;PTPN20B CHR10 - 45970128 48447930;
GLUD1P7	CHR10	+	46184673	48578089	1	1	Y	AGAP9 CHR10 + 47835729 47857514;ANXA8 CHR10 + 47875230 47891374;ANXA8L2 CHR10 + 47216925 47233046;BMS1P6 CHR10 + 47805844 47823786;CTSL1P2 CHR10 + 47775948 47778697;FAM21B CHR10 + 47414028 51563275;FAM25G CHR10 + 47867667 47872131;FAM35B CHR10 + 46317646 46359151;FAM35B2 CHR10 + 46799725 46841244;GPRIN2 CHR10 + 46413551 46420574;PPYR1 CHR10 + 46503539 46508326;ZNF488 CHR10 + 47975094 47993874;
FAM35B	CHR10	+	46317646	46359151	1	1	N	GLUD1P7 CHR10 + 46184673 48578089;
SYT15	CHR10	-	46375450	46390607	1	1	N	PTPN20A CHR10 - 45970128 48447930;PTPN20B CHR10 - 45970128 48447930;
GPRIN2	CHR10	+	46413551	46420574	1	1	N	GLUD1P7 CHR10 + 46184673 48578089;
PPYR1	CHR10	+	46503539	46508326	1	1	N	GLUD1P7 CHR10 + 46184673 48578089;
LOC643650	CHR10	-	46516459	46571406	1	1	N	LOC728643 CHR10 - 46553300 46553842;PTPN20A CHR10 - 45970128 48447930;PTPN20B CHR10 - 45970128 48447930;
LOC728643	CHR10	-	46553300	46553842	1	1	N	LOC643650 CHR10 - 46516459 46571406;PTPN20A CHR10 - 45970128 48447930;PTPN20B CHR10 - 45970128 48447930;
ANXA8L1	CHR10	-	46577994	46594046	1	1	N	PTPN20A CHR10 - 45970128 48447930;PTPN20B CHR10 - 45970128 48447930;
FAM25B	CHR10	-	46597226	48877831	1	1	Y	BMS1P2 CHR10 - 46645575 46663517;FAM25C CHR10 - 46597226 48877831;GDF10 CHR10 - 48045793 48059144;GDF2 CHR10 - 48033097 48036859;PTPN20A CHR10 - 45970128 48447930;PTPN20B CHR10 - 45970128 48447930;RBP3 CHR10 - 48001492 48010997;
FAM25C	CHR10	-	46597226	48877831	1	1	Y	BMS1P2 CHR10 - 46645575 46663517;FAM25B CHR10 - 46597226 48877831;GDF10 CHR10 - 48045793 48059144;GDF2 CHR10 - 48033097 48036859;PTPN20A CHR10 - 45970128 48447930;PTPN20B CHR10 - 45970128 48447930;RBP3 CHR10 - 48001492 48010997;
BMS1P2	CHR10	-	46645575	46663517	1	1	N	FAM25B CHR10 - 46597226 48877831;FAM25C CHR10 - 46597226 48877831;PTPN20A CHR10 - 45970128 48447930;PTPN20B CHR10 - 45970128 48447930;
FAM35B2	CHR10	+	46799725	46841244	1	1	N	GLUD1P7 CHR10 + 46184673 48578089;
ANXA8L2	CHR10	+	47216925	47233046	1	1	N	GLUD1P7 CHR10 + 46184673 48578089;
FAM21B	CHR10	+	47414028	51563275	1	1	Y	AGAP6 CHR10 + 51418083 51440265;AGAP9 CHR10 + 47835729 47857514;ANXA8 CHR10 + 47875230 47891374;BMS1P6 CHR10 + 47805844 47823786;C10orf53 CHR10 + 50557689 50586962;C10orf71 CHR10 + 50177192 50205543;CHAT CHR10 + 50487146 50543156;CTSL1P2 CHR10 + 47775948 47778697;FAM21A CHR10 + 51497689 51563275;FAM25G CHR10 + 47867667 47872131;GLUD1P7 CHR10 + 46184673 48578089;LOC100506733 CHR10 + 49999889 50029598;MAPK8 CHR10 + 49279692 49313189;MSMB CHR10 + 51219558 51232523;NCOA4 CHR10 + 51235113 51260740;SLC18A3 CHR10 + 50488352 50490772;WDFY4 CHR10 + 49563523 49861007;ZNF488 CHR10 + 47975094 47993874;
CTSL1P2	CHR10	+	47775948	47778697	1	1	N	FAM21B CHR10 + 47414028 51563275;GLUD1P7 CHR10 + 46184673 48578089;
BMS1P6	CHR10	+	47805844	47823786	1	1	N	FAM21B CHR10 + 47414028 51563275;GLUD1P7 CHR10 + 46184673 48578089;
AGAP9	CHR10	+	47835729	47857514	1	1	N	FAM21B CHR10 + 47414028 51563275;GLUD1P7 CHR10 + 46184673 48578089;
FAM25G	CHR10	+	47867667	47872131	1	1	N	FAM21B CHR10 + 47414028 51563275;GLUD1P7 CHR10 + 46184673 48578089;
ANXA8	CHR10	+	47875230	47891374	1	1	N	FAM21B CHR10 + 47414028 51563275;GLUD1P7 CHR10 + 46184673 48578089;
ZNF488	CHR10	+	47975094	47993874	1	1	N	FAM21B CHR10 + 47414028 51563275;GLUD1P7 CHR10 + 46184673 48578089;
